,Provider_Name,Address,County,City,Doses_W1,Doses_W2,Doses_W3,Doses_W4,Doses_W5,Doses_W6,Sum
727,Hca Houston Healthcare Mainland,6801 Emmett F Lowry Expy,GALVESTON,Texas City,NA,NA,NA,NA,100,NA,100
728,HCA Houston Healthcare North Cypress,21214 Northwest Fwy,HARRIS,Cypress,NA,NA,800,NA,200,NA,1000
729,Hca Houston Healthcare Northwest,710 Cypress Creek Parkway,HARRIS,Houston,NA,NA,1100,NA,200,NA,1300
730,HCA Houston Healthcare Northwest,NA,HARRIS,Houston,1950,NA,NA,NA,NA,NA,1950
731,HCA Houston Healthcare Pearland,11100 Shadow Creek Parkway,BRAZORIA,Pearland,NA,NA,100,NA,NA,NA,100
732,HCA Houston Healthcare Southeast,4000 spencer highway,HARRIS,Pasadena,NA,NA,NA,100,200,NA,300
733,HCA Houston Healthcare Southeast,NA,HARRIS,Pasadena,975,NA,NA,NA,NA,NA,975
734,HCA Houston Healthcare Tomball,605 Holderreith Blvd,HARRIS,Tomball,NA,800,NA,NA,NA,NA,800
735,HCPH Main Office,2223 West Loop South,HARRIS,Houston,NA,3000,NA,3000,NA,9000,15000
736,Healing Hands Ministries,8515 Greenville Ave Ste N-112,DALLAS,Dallas,NA,100,NA,NA,NA,NA,100
737,Health by Design Valero Three Rivers Clinic,100 W LeRoy St,LIVE OAK,Three Rivers,NA,NA,NA,100,NA,NA,100
738,Health Center of Southeast Texas,307 N. William Barnett Ave.,LIBERTY,Cleveland,NA,NA,NA,500,NA,NA,500
739,Health Center Of Southeast Texas-Liberty,1202 N Travis St,LIBERTY,Liberty,NA,NA,NA,100,NA,NA,100
740,Health Point Bcs,3370 S Texas Ave,BRAZOS,Bryan,NA,NA,NA,100,NA,NA,100
741,Health Services Of North Texas,4304 Mesa Dr,DENTON,Denton,NA,NA,NA,NA,NA,100,100
742,Healthbridge Children's Hospital,2929 Woodland Park Dr,HARRIS,Houston,NA,NA,NA,NA,100,NA,100
743,Healthcare Associates Of Irving,6161 N State Highway 161,DALLAS,Irving,NA,200,NA,NA,NA,NA,200
744,Healthcare Associates of Irving LLP,7501 Lakeview Pkwy,DALLAS,Rowlett,NA,200,NA,NA,NA,NA,200
745,"Healthcare Associates of Irving, LLP",1001 W Southlake Blvd,TARRANT,Southlake,NA,200,NA,NA,NA,NA,200
746,"Healthcare Associates of Irving, LLP",1205 Avondale Haslet Rd,TARRANT,Haslet,NA,100,NA,NA,NA,NA,100
747,"Healthcare Associates of Irving, LLP",1305 Airport Fwy,TARRANT,Bedford,NA,200,NA,NA,NA,NA,200
748,"Healthcare Associates of Irving, LLP",221 Regency Pkwy,TARRANT,Mansfield,NA,200,NA,NA,NA,NA,200
749,"Healthcare Associates of Irving, LLP",2760 Virginia Pkwy,COLLIN,McKinney,NA,NA,NA,200,NA,NA,200
750,"Healthcare Associates of Irving, LLP",3501 N MacArthur Blvd,DALLAS,Irving,NA,100,NA,NA,NA,NA,100
751,"Healthcare Associates of Irving, LLP",546 E Sandy Lake Rd,DALLAS,Coppell,NA,200,NA,NA,NA,NA,200
752,"Healthcare Associates of Irving, LLP",6201 Matlock Rd,TARRANT,Arlington,NA,100,NA,NA,NA,NA,100
753,"Healthcare Associates of Irving, LLP",6435 South FM 549,ROCKWALL,Rockwall,NA,100,NA,NA,NA,NA,100
754,"Healthcare Associates of Irving, LLP",661 E Main St,ELLIS,Midlothian,NA,200,NA,NA,NA,NA,200
755,"Healthcare Associates of Irving, LLP",8700 US Hwy 380,DENTON,Aubrey,NA,100,NA,NA,NA,NA,100
756,"Healthcare Associates Of Irving, LLP",910 N. Main St,TARRANT,Euless,NA,200,NA,NA,NA,NA,200
757,Healthcare Associates of Southlake,2106 East State Hwy 114,TARRANT,Southlake,NA,NA,NA,100,NA,NA,100
758,HealthCore Physicians Group,"8210 Walnut Hill Ln, Suite 230",DALLAS,Dallas,NA,200,NA,NA,NA,NA,200
759,Healthpoint Abc,1602 Rock Prairie Rd,BRAZOS,College Station,NA,NA,NA,100,NA,NA,100
760,Healthpoint Centerville,607 W Lassater,LEON,Centerville,NA,NA,NA,NA,NA,100,100
761,Healthpoint Franklin,808 W Us Highway 79,ROBERTSON,Franklin,NA,NA,NA,NA,NA,100,100
762,Healthpoint Hempstead,215 Fm 1488 Rd,WALLER,Hempstead,NA,NA,NA,NA,NA,100,100
763,Healthpoint In Hearne,709 Barton St,ROBERTSON,Hearne,NA,NA,NA,NA,NA,100,100
764,Healthpoint Madisonville,100 W Cross St,MADISON,Madisonville,NA,NA,NA,NA,NA,100,100
765,Healthpoint Memorial,1301 Memorial Drive,BRAZOS,Bryan,NA,NA,NA,100,NA,NA,100
766,Healthpoint Navasota,1905 Dove Crossing Ln Ste C,GRIMES,Navasota,NA,NA,NA,NA,NA,100,100
767,Healthpoint Rockdale,1701 Pecos Ave Ste B,MILAM,Rockdale,NA,NA,NA,NA,NA,100,100
768,Healthpoint Somerville,600 Memory Lane,BURLESON,Somerville,NA,NA,NA,NA,NA,100,100
769,Healthpoint Trinity,315 Prospect Dr,TRINITY,Trinity,NA,NA,NA,NA,NA,975,975
770,Healthsouth Riosa Rehabilitation Hospital Pharmacy,9119 Cinnamon Hl,BEXAR,San Antonio,NA,NA,NA,NA,300,NA,300
771,HEALTHVILLE PHARMACY,7215 MCPHERSON RD,WEBB,Laredo,NA,100,NA,NA,NA,NA,100
772,Heart Hospital Of Austin,3801 N Lamar Blvd,TRAVIS,Austin,NA,400,NA,700,NA,NA,1100
773,"Heaton Ear, Nose and Throat",1136 E Grande Blvd,SMITH,Tyler,NA,500,NA,NA,NA,NA,500
774,Heavenly Hands Family Medical Clinic Pllc,7602 Great Trinity Forest Way,DALLAS,Dallas,NA,NA,NA,100,NA,NA,100
775,HEB Pharmacy 0070,1345 Barrow St,TAYLOR,Abilene,NA,100,NA,100,NA,NA,200
776,HEB Pharmacy 013,4031 E Us Highway 83,STARR,Rio Grande City,NA,100,NA,100,NA,NA,200
777,HEB Pharmacy 102,8503 Nw Military Hwy,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
778,HEB Pharmacy 106,1015 S Ww White Rd,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
779,HEB Pharmacy 107,101 S Clay St,ELLIS,Ennis,NA,100,NA,100,NA,NA,200
780,HEB Pharmacy 108,20935 Us Hwy 281 N,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
781,HEB Pharmacy 109,9710 Katy Freeway,HARRIS,Houston,NA,100,NA,NA,NA,NA,100
782,HEB Pharmacy 110,8900 Highway 6,FORT BEND,Missouri City,NA,100,NA,NA,NA,NA,100
783,HEB Pharmacy 136,1213 S Commerce St,CAMERON,Harlingen,NA,100,NA,NA,NA,NA,100
784,HEB Pharmacy 139,5801 Weber Rd,NUECES,Corpus Christi,NA,100,NA,NA,NA,NA,100
785,HEB Pharmacy 14,5401 South Fm 1626,HAYS,Kyle,NA,100,NA,NA,NA,NA,100
786,HEB Pharmacy 16,165 Nw John Jones Dr,JOHNSON,Burleson,NA,100,NA,100,NA,NA,200
787,HEB Pharmacy 161,7112 Ed Bluestein Blvd Ste 125,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100
788,HEB Pharmacy 164,15000 San Pedro Ave,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
789,HEB Pharmacy 168,1103 Morgan Blvd,CAMERON,Harlingen,NA,100,NA,NA,NA,NA,100
790,HEB Pharmacy 172,1212 S Closner Blvd,HIDALGO,Edinburg,NA,100,NA,NA,NA,NA,100
791,HEB Pharmacy 178,6839 San Pedro Ave,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
792,HEB Pharmacy 182,3002 S 31st St,BELL,Temple,NA,100,NA,NA,NA,NA,100
793,HEB Pharmacy 183,9414 N Lamar Blvd,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100
794,HEB Pharmacy 184,11158 Leopard St,NUECES,Corpus Christi,NA,100,NA,NA,NA,NA,100
795,HEB Pharmacy 186,2310 E Saunders,WEBB,Laredo,NA,100,NA,NA,NA,NA,100
796,HEB Pharmacy 189,2130 Culebra Rd,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
797,HEB Pharmacy 19,19337 Mcdonald St,ATASCOSA,Lytle,NA,100,NA,NA,NA,NA,100
798,HEB Pharmacy 191,4821 Broadway St,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
799,HEB Pharmacy 195,11551 West Ave,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
800,HEB Pharmacy 20,24224 Northwest Fwy,HARRIS,Cypress,NA,100,NA,NA,NA,NA,100
801,HEB Pharmacy 200,800 S Saint Marys St,BROOKS,Falfurrias,NA,100,NA,100,NA,NA,200
802,HEB Pharmacy 202,5808 Burnet Rd,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100
803,HEB Pharmacy 205,721 Castroville Rd,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
804,HEB Pharmacy 207,1301 Guadalupe St,WEBB,Laredo,NA,100,NA,NA,NA,NA,100
805,HEB Pharmacy 210,4320 S Alameda St,NUECES,Corpus Christi,NA,100,NA,NA,NA,NA,100
806,HEB Pharmacy 211,415 N New Braunfels Ave,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
807,HEB Pharmacy 212,3200 N 10th St,HIDALGO,McAllen,NA,100,NA,NA,NA,NA,100
808,HEB Pharmacy 218,12407 N Mopac,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100
809,HEB Pharmacy 223,1115 E Main St,JIM WELLS,Alice,NA,100,NA,200,NA,NA,300
810,Heb Pharmacy 224,7951 Guilbeau Rd,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
811,Heb Pharmacy 225,7010 Hwy 71 W,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100
812,Heb Pharmacy 226,Conway And 8th St,HIDALGO,Mission,NA,100,NA,NA,NA,NA,100
813,Heb Pharmacy 227,2110 New Slaughter Lane,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100
814,Heb Pharmacy 229,6607 S Interstate 35,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100
815,Heb Pharmacy 230,14087 Oconnor Rd,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
816,Heb Pharmacy 231,1004 N Texas Ave,HIDALGO,Weslaco,NA,100,NA,NA,NA,NA,100
817,Heb Pharmacy 233,1616 N Alabama Rd,WHARTON,Wharton,NA,100,NA,100,NA,400,600
818,Heb Pharmacy 235,9255 Fm 471 West,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
819,Heb Pharmacy 236,1434 W Wells Branch Pkwy,TRAVIS,Pflugerville,NA,100,NA,NA,NA,NA,100
820,Heb Pharmacy 237,1101 S Interstate 35,WILLIAMSON,Georgetown,NA,100,NA,NA,NA,NA,100
821,Heb Pharmacy 238,201 S 15th St,NAVARRO,Corsicana,NA,100,NA,NA,NA,NA,100
822,HEB Pharmacy 24,11521 North Fm 620,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100
823,Heb Pharmacy 243,641 E Hopkins St,HAYS,San Marcos,NA,100,NA,NA,NA,NA,100
824,HEB Pharmacy 25,925 10th St,WILSON,Floresville,NA,100,NA,NA,NA,NA,100
825,Heb Pharmacy 253,3500 Leopard St,NUECES,Corpus Christi,NA,100,NA,NA,NA,NA,100
826,Heb Pharmacy 255,4801 San Dario,WEBB,Laredo,NA,100,NA,NA,NA,NA,100
827,HEB Pharmacy 26,3524 S New Braunfels,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
828,Heb Pharmacy 262,5601 Bandera Rd,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
829,Heb Pharmacy 263,1628 Central Blvd,CAMERON,Brownsville,NA,100,NA,NA,NA,NA,100
830,Heb Pharmacy 265,170 E Whitestone Blvd,WILLIAMSON,Cedar Park,NA,100,NA,NA,NA,NA,100
831,Heb Pharmacy 269,10710 Research Blvd,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100
832,Heb Pharmacy 270,5425 S Padre Island,NUECES,Corpus Christi,NA,100,NA,NA,NA,NA,100
833,HEB Pharmacy 28,2955 Gulf Fwy S,GALVESTON,League City,NA,100,NA,NA,NA,NA,100
834,HEB Pharmacy 29,701 S Capital Of Texas Hwy Ste D470,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100
835,Heb Pharmacy 291,613 S Exp Hwy 83,CAMERON,Harlingen,NA,100,NA,NA,NA,NA,100
836,Heb Pharmacy 292,2700 7th St,MATAGORDA,Bay City,NA,100,NA,NA,NA,NA,100
837,Heb Pharmacy 294,6580 Fm 78,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
838,HEB Pharmacy 31,12860 N Highway 183,WILLIAMSON,Austin,NA,100,NA,NA,NA,NA,100
839,Heb Pharmacy 332,2950 Southmost Rd,CAMERON,Brownsville,NA,100,NA,NA,NA,NA,100
840,Heb Pharmacy 333,101 E Goodnight Ave,SAN PATRICIO,Aransas Pass,NA,100,NA,100,NA,500,700
841,Heb Pharmacy 334,3601 Pecan Blvd,HIDALGO,McAllen,NA,100,NA,NA,NA,NA,100
842,HEB Pharmacy 34,3750 Gattis School Rd,WILLIAMSON,Round Rock,NA,100,NA,NA,NA,NA,100
843,Heb Pharmacy 351,103 W Elm St,JACKSON,Edna,NA,100,NA,NA,NA,300,400
844,Heb Pharmacy 372,1955 Nacogdoches Rd,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
845,Heb Pharmacy 373,16900 N Fm 620,WILLIAMSON,Round Rock,NA,100,NA,NA,NA,NA,100
846,HEB Pharmacy 38,901 W Expressway 83,HIDALGO,San Juan,NA,100,NA,NA,NA,NA,100
847,Heb Pharmacy 380,651 S Walnut,COMAL,New Braunfels,NA,100,NA,NA,NA,NA,100
848,Heb Pharmacy 381,601 Indian Trl,BELL,Harker Heights,NA,100,NA,NA,NA,NA,100
849,HEB Pharmacy 382,3325 W Wadley Ave,MIDLAND,Midland,NA,100,NA,NA,NA,NA,100
850,Heb Pharmacy 384,6030 Montgomery,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
851,Heb Pharmacy 385,300 W Olmos Dr,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
852,Heb Pharmacy 387,3801 E 42nd St,ECTOR,Odessa,NA,100,NA,NA,NA,NA,100
853,Heb Pharmacy 388,6001 W Parmer Lane,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100
854,Heb Pharmacy 389,6000 West Ave,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
855,HEB Pharmacy 39,2509 N Main,BELL,Belton,NA,100,NA,NA,NA,NA,100
856,Heb Pharmacy 395,12777 W Interstate 10,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
857,Heb Pharmacy 397,18140 San Pedro Ave,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
858,Heb Pharmacy 398,2929 Thousand Oaks Dr,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
859,Heb Pharmacy 401,409 E Kleberg,KLEBERG,Kingsville,NA,100,NA,100,NA,NA,200
860,Heb Pharmacy 403,1207 E Main St,CORYELL,Gatesville,NA,100,NA,NA,NA,NA,100
861,Heb Pharmacy 404,12400 Hwy 71 West,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100
862,HEB Pharmacy 411,219 W Oaklawn Rd,ATASCOSA,Pleasanton,NA,100,NA,NA,NA,NA,100
863,Heb Pharmacy 412,100 E Houston St,BEE,Beeville,NA,100,NA,100,NA,NA,200
864,Heb Pharmacy 413,3133 South Alameda,NUECES,Corpus Christi,NA,100,NA,NA,NA,NA,100
865,Heb Pharmacy 414,2508 S Day St,WASHINGTON,Brenham,NA,100,NA,100,NA,NA,200
866,Heb Pharmacy 415,17460 Ih 35 N,GUADALUPE,Schertz,NA,100,NA,100,NA,NA,200
867,Heb Pharmacy 416,450 E Travis St,FAYETTE,La Grange,NA,100,NA,NA,NA,NA,100
868,Heb Pharmacy 418,200 Veterans Blvd,VAL VERDE,Del Rio,NA,100,NA,100,NA,NA,200
869,Heb Pharmacy 419,2135 E Main,MAVERICK,Eagle Pass,NA,100,NA,100,NA,NA,200
870,Heb Pharmacy 421,1211 Hwy 83e,HIDALGO,Alamo,NA,100,NA,NA,NA,NA,100
871,Heb Pharmacy 423,1301 Wooded Acres Dr,MCLENNAN,Waco,NA,100,NA,NA,NA,NA,100
872,Heb Pharmacy 424,609 19th St,MEDINA,Hondo,NA,100,NA,100,NA,NA,200
873,Heb Pharmacy 425,1000 E 41st Street,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100
874,Heb Pharmacy 426,800 N Hwy 77,ELLIS,Waxahachie,NA,100,NA,100,NA,NA,200
875,Heb Pharmacy 427,735 Se Military Dr,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
876,Heb Pharmacy 428,6900 Brodie Ln,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100
877,HEB Pharmacy 431,2700 W Freddy Gonzalez Dr,HIDALGO,Edinburg,NA,100,NA,NA,NA,NA,100
878,Heb Pharmacy 433,105 S Boundary St,BURNET,Burnet,NA,100,NA,NA,NA,NA,100
879,Heb Pharmacy 434,101 Calhoun Plz,CALHOUN,Port Lavaca,NA,100,NA,NA,NA,NA,100
880,Heb Pharmacy 441,227 E Main St,UVALDE,Uvalde,NA,100,NA,100,NA,NA,200
881,Heb Pharmacy 444,3323 Se Military Dr,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
882,Heb Pharmacy 445,403 S Colorado St,CALDWELL,Lockhart,NA,100,NA,100,NA,NA,200
883,Heb Pharmacy 446,2155 Paredes Line Rd,CAMERON,Brownsville,NA,100,NA,NA,NA,NA,100
884,HEB Pharmacy 448,2206 W Palma Vista,HIDALGO,Mission,NA,100,NA,NA,NA,NA,100
885,Heb Pharmacy 449,7811 Mcpherson Rd,WEBB,Laredo,NA,100,NA,NA,NA,NA,100
886,HEB Pharmacy 45,2400 S Congress Ave,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100
887,Heb Pharmacy 451,7301 North Fm 620,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100
888,Heb Pharmacy 455,200 W Hopkins St,HAYS,San Marcos,NA,100,NA,NA,NA,NA,100
889,Heb Pharmacy 462,3033 S Port Ave,NUECES,Corpus Christi,NA,100,NA,NA,NA,NA,100
890,Heb Pharmacy 463,1150 N Fm 1604 W,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
891,HEB Pharmacy 465,2701 E 7th St,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100
892,Heb Pharmacy 466,108 N Rosillo St,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
893,Heb Pharmacy 467,701 E Milam St,LIMESTONE,Mexia,NA,100,NA,100,NA,NA,200
894,Heb Pharmacy 473,6210 Fairmont Pkwy,HARRIS,Pasadena,NA,100,NA,NA,NA,NA,100
895,Heb Pharmacy 474,4724 Highway 6,FORT BEND,Missouri City,NA,100,NA,NA,NA,NA,100
896,HEB Pharmacy 475,1080 Highway 290 E,BASTROP,Elgin,NA,100,NA,100,NA,NA,200
897,HEB Pharmacy 476,500 Canyon Ridge Dr,TRAVIS,Austin,NA,100,NA,NA,NA,NA,100
898,HEB Pharmacy 477,15300 Ih 35 S,HAYS,Buda,NA,100,NA,NA,NA,NA,100
899,HEB Pharmacy 479,201 Fm 685,TRAVIS,Pflugerville,NA,100,NA,NA,NA,NA,100
900,HEB Pharmacy 48,3015 North Dowlen Rd,JEFFERSON,Beaumont,NA,100,NA,NA,NA,NA,100
901,HEB Pharmacy 480,9900 Wurzbach Rd,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
902,HEB Pharmacy 485,310 N Westgate Dr,HIDALGO,Weslaco,NA,100,NA,NA,NA,NA,100
903,HEB Pharmacy 487,4500 Fm 2338,WILLIAMSON,Georgetown,NA,100,NA,NA,NA,NA,100
904,HEB Pharmacy 488,1600 Wildcat Dr,SAN PATRICIO,Portland,NA,100,NA,100,NA,500,700
905,HEB Pharmacy 489,2250 Boca Chica Blvd,CAMERON,Brownsville,NA,100,NA,NA,NA,NA,100
906,HEB Pharmacy 492,1550 Fry Rd,HARRIS,Houston,NA,100,NA,NA,NA,NA,100
907,HEB Pharmacy 494,10660 Culebra Rd,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
908,HEB Pharmacy 495,603 Louis Henna Blvd,WILLIAMSON,Round Rock,NA,100,NA,NA,NA,NA,100
909,HEB Pharmacy 497,1621 S Mason Rd,HARRIS,Katy,NA,100,NA,NA,NA,NA,100
910,HEB Pharmacy 498,7405 Fm 1960 E,HARRIS,Humble,NA,100,NA,NA,NA,NA,100
911,HEB Pharmacy 51,2000 S Gregg St,HOWARD,Big Spring,NA,100,NA,NA,NA,NA,100
912,HEB Pharmacy 52,3301 Sherwood Way,TOM GREEN,San Angelo,NA,100,NA,NA,NA,NA,100
913,HEB Pharmacy 54,9828 Blackhawk Blvd,HARRIS,Houston,NA,100,NA,NA,NA,NA,100
914,HEB Pharmacy 540,3111 Woodridge Ste 500,HARRIS,Houston,NA,100,NA,NA,NA,NA,100
915,HEB Pharmacy 541,10100 Beechnut,HARRIS,Houston,NA,100,NA,NA,NA,NA,100
916,HEB Pharmacy 543,1900 Texas Ave S,BRAZOS,College Station,NA,100,NA,NA,NA,NA,100
917,HEB Pharmacy 544,725 E Villa Maria,BRAZOS,Bryan,NA,100,NA,NA,NA,NA,100
918,HEB Pharmacy 551,11815 Westheimer,HARRIS,Houston,NA,100,NA,NA,NA,NA,100
919,HEB Pharmacy 553,4955 Highway 6 N,HARRIS,Houston,NA,100,NA,NA,NA,NA,100
920,HEB Pharmacy 554,1505 E Rio Grande,VICTORIA,Victoria,NA,100,NA,NA,NA,NA,100
921,Heb Pharmacy 555,910 Kitty Hawk Rd,BEXAR,Universal City,NA,100,NA,NA,NA,NA,100
922,Heb Pharmacy 556,2118 Fredericksburg Rd,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
923,HEB Pharmacy 557,801 Ih 35 N,MCLENNAN,Waco,NA,100,NA,NA,NA,NA,100
924,Heb Pharmacy 558,701 W Parkwood Ave,GALVESTON,Friendswood,NA,100,NA,NA,NA,NA,100
925,HEB Pharmacy 561,407 S Adams St,GILLESPIE,Fredericksburg,NA,100,NA,NA,NA,NA,100
926,Heb Pharmacy 562,1409 Highway 35 N,ARANSAS,Rockport,NA,100,NA,100,NA,NA,200
927,HEB Pharmacy 563,19900 Southwest Frwy,FORT BEND,Sugar Land,NA,100,NA,NA,NA,NA,100
928,HEB Pharmacy 564,130 Sawdust Rd,MONTGOMERY,Spring,NA,100,NA,NA,NA,NA,100
929,HEB Pharmacy 566,24165 W Interstate 10 Ste 300,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
930,Heb Pharmacy 567,999 E Basse Rd,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
931,HEB Pharmacy 568,12018 Perrin Beitel Rd,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
932,HEB Pharmacy 57,1145 Waldron Rd,NUECES,Corpus Christi,NA,100,NA,NA,NA,NA,100
933,HEB Pharmacy 570,210 W Del Mar Blvd,WEBB,Laredo,NA,100,NA,NA,NA,NA,100
934,HEB Pharmacy 571,200 E Griffin Pkwy,HIDALGO,Mission,NA,100,NA,NA,NA,NA,100
935,HEB Pharmacy 574,28520 State Highway 249,HARRIS,Tomball,NA,100,NA,NA,NA,NA,100
936,HEB Pharmacy 576,7310 Louetta,HARRIS,Houston,NA,100,NA,NA,NA,NA,100
937,HEB Pharmacy 577,10251 Kempwood Dr,HARRIS,Houston,NA,100,NA,NA,NA,NA,100
938,HEB Pharmacy 579,9595 Six Pines Rd,MONTGOMERY,Spring,NA,100,NA,NA,NA,NA,100
939,HEB Pharmacy 580,2800 E Whitestone,WILLIAMSON,Cedar Park,NA,100,NA,NA,NA,NA,100
940,HEB Pharmacy 581,2511 Trimmier Rd,BELL,Killeen,NA,100,NA,NA,NA,NA,100
941,HEB Pharmacy 582,104 Hasler St,BASTROP,Bastrop,NA,100,NA,100,NA,NA,200
942,HEB Pharmacy 583,9100 Woodway Dr,MCLENNAN,Waco,NA,100,NA,NA,NA,NA,100
943,HEB Pharmacy 584,306 N Mechanic St,WHARTON,El Campo,NA,100,NA,100,NA,NA,200
944,HEB Pharmacy 585,1520 Austin Hwy,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
945,HEB Pharmacy 586,2314 S Zapata Hwy,WEBB,Laredo,NA,100,NA,NA,NA,NA,100
946,HEB Pharmacy 589,4800 Highway 365,JEFFERSON,Port Arthur,NA,100,NA,NA,NA,NA,100
947,HEB Pharmacy 590,901 Trenton Rd,HIDALGO,McAllen,NA,100,NA,NA,NA,NA,100
948,HEB Pharmacy 591,1700 E Palm Valley Blvd,WILLIAMSON,Round Rock,NA,100,NA,NA,NA,NA,100
949,HEB Pharmacy 592,651 N. Us Hwy 183,WILLIAMSON,Leander,NA,100,NA,NA,NA,NA,100
950,HEB Pharmacy 593,100 Carlos G. Parker,WILLIAMSON,Taylor,NA,100,NA,NA,NA,NA,100
951,HEB Pharmacy 594,10777 Kuykendahl Rd,MONTGOMERY,Spring,NA,100,NA,NA,NA,NA,100
952,HEB Pharmacy 595,2108 North Frazier,MONTGOMERY,Conroe,NA,100,NA,NA,NA,NA,100
953,HEB Pharmacy 596,6711 South Fry Rd,FORT BEND,Katy,NA,100,NA,NA,NA,NA,100
954,HEB Pharmacy 599,5225 Buffalo Speedway,HARRIS,Houston,NA,100,NA,NA,NA,NA,100
955,HEB Pharmacy 6,2150 W Washington St,ERATH,Stephenville,NA,100,NA,200,NA,NA,300
956,HEB Pharmacy 610,2121 Fm 2920 Rd,HARRIS,Spring,NA,100,NA,NA,NA,NA,100
957,HEB Pharmacy 611,598 E Hwy Us 290,HAYS,Dripping Springs,NA,100,NA,NA,NA,NA,100
958,HEB Pharmacy 612,14414 Us Hwy 87 West,WILSON,La Vernia,NA,100,NA,NA,NA,NA,100
959,HEB Pharmacy 613,8231 Marbach Rd,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
960,HEB Pharmacy 614,12680 W Lake Houston Parkway,HARRIS,Houston,NA,100,NA,NA,NA,NA,100
961,HEB Pharmacy 615,25675 Nelson Way,FORT BEND,Katy,NA,100,NA,NA,NA,NA,100
962,HEB Pharmacy 618,5910 Babcock Rd,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
963,HEB Pharmacy 619,949 William D Fitch Pkwy,BRAZOS,College Station,NA,100,NA,NA,NA,NA,100
964,HEB Pharmacy 621,420 W Bandera,KENDALL,Boerne,NA,100,NA,NA,NA,NA,100
965,HEB Pharmacy 622,20725 Hwy 46 West,COMAL,Spring Branch,NA,100,NA,NA,NA,NA,100
966,HEB Pharmacy 623,9238 N Loop 1604 W,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100
967,HEB Pharmacy 626,1095 West Business Hwy 77,CAMERON,San Benito,NA,100,NA,NA,NA,NA,100
968,HEB Pharmacy 627,530 Hwy 6,FORT BEND,Sugar Land,NA,100,NA,NA,NA,NA,100
969,HEB Pharmacy 63,2805 Business Center Dr.,BRAZORIA,Pearland,NA,100,NA,100,NA,NA,200
970,HEB Pharmacy 630,1701 W Alabama St,HARRIS,Houston,NA,100,NA,NA,NA,NA,100
971,HEB Pharmacy 631,3804 Us Hwy 377,HOOD,Granbury,NA,100,NA,100,NA,NA,200
972,HEB Pharmacy 638,3601 Fm 1488 Rd,MONTGOMERY,Conroe,NA,100,NA,NA,NA,NA,100
